product_id,name,category,cost,rating,review,image_path
205,Performance Novel - Grey Edition,Outdoors,73.77,3.7,Inspirational and practical advice. Highly recommended.,E_commerce/data/images/performance_novel_grey_edition.jpg
206,Brown Sofa Smart,Clothing,521.86,4.1,"Good value. Perfect length, material is soft.",E_commerce/data/images/brown_sofa_smart.jpg
207,Premium Air Fryer - Blue Edition,Home & Garden,599.75,4.0,"Well-balanced, good control. Highly recommended.",E_commerce/data/images/premium_air_fryer_blue_edition.jpg
208,Board Game Eco X30,Toys,133.26,3.5,Good value. Blocks out all noise effectively.,E_commerce/data/images/board_game_eco_x30.jpg
209,Camera Comfort X3,Sports,438.84,3.9,"Powerful motor, mixes everything smoothly. Works well.",E_commerce/data/images/camera_comfort_x3.jpg
210,Lens Deluxe V32,Electronics,540.96,4.2,Good value. Blocks out all noise effectively.,E_commerce/data/images/lens_deluxe_v32.jpg
211,Black Speaker Compact,Health,275.9,3.9,"Comfortable fit, but color fades after wash. Would buy again.",E_commerce/data/images/black_speaker_compact.jpg
212,Silver Jeans Lite,Clothing,227.19,3.3,"Secure fit, lightweight. Works well.",E_commerce/data/images/silver_jeans_lite.jpg
213,Router Urban V1,Clothing,420.66,4.7,"Battery lasts all day, sleek design.",E_commerce/data/images/router_urban_v1.jpg
214,Polyester Novel Max,Gaming,818.91,3.5,"Good value. Beautiful print, true to size.",E_commerce/data/images/polyester_novel_max.jpg
215,Modern Cookbook - Beige Edition,Health,297.59,4.0,Good value. Kept me up all night reading!,E_commerce/data/images/modern_cookbook_beige_edition.jpg
216,Vintage Blue Desk,Toys,104.97,3.5,"Even cooking, easy cleanup.",E_commerce/data/images/vintage_blue_desk.jpg
217,Performance Air Fryer Series 988,Gaming,285.67,3.4,"Comfortable fit, but color fades after wash. Highly recommended.",E_commerce/data/images/performance_air_fryer_series_988.jpg
218,Premium White Lamp,Gaming,313.29,4.1,Kept me up all night reading! Would buy again.,E_commerce/data/images/premium_white_lamp.jpg
219,Travel HDD - Silver Edition,Beauty,195.12,3.0,Gripping story from start to finish. Works well.,E_commerce/data/images/travel_hdd_silver_edition.jpg
220,Nylon Board Game Urban,Automotive,790.04,3.8,Good value. Inspirational and practical advice.,E_commerce/data/images/nylon_board_game_urban.jpg
221,Brown Lens Compact,Toys,145.49,4.4,Kept me up all night reading. Works well.,E_commerce/data/images/brown_lens_compact.jpg
222,Leather Keyboard Max,Beauty,29.42,3.1,Inspirational and practical advice. Would buy again.,E_commerce/data/images/leather_keyboard_max.jpg
223,Watch Mini S6,Outdoors,426.67,3.5,"Good value. Non-slip surface, excellent for yoga.",E_commerce/data/images/watch_mini_s6.jpg
224,Lite Pillow Series 633,Toys,42.21,3.5,Great support for long runs.,E_commerce/data/images/lite_pillow_series_633.jpg
225,Bamboo Keyboard Mini,Electronics,758.17,4.4,"Well-balanced, good control. Highly recommended.",E_commerce/data/images/bamboo_keyboard_mini.jpg
226,Max Jeans Series 505,Health,243.18,3.5,"Well-balanced, good control. Highly recommended.",E_commerce/data/images/max_jeans_series_505.jpg
227,Premium Blender Series 590,Books,485.93,3.3,Blocks out all noise effectively. Would buy again.,E_commerce/data/images/premium_blender_series_590.jpg
228,Eco Grey Pen,Kitchen,653.81,2.6,"Good value. Amazing sound quality, worth every penny!",E_commerce/data/images/eco_grey_pen.jpg
229,Deluxe Mouse Series 951,Pet Supplies,203.53,3.3,Stylish and holds water well. Highly recommended.,E_commerce/data/images/deluxe_mouse_series_951.jpg
230,Mini Sleeping Bag Series 712,Pet Supplies,162.64,3.7,"Beautiful print, true to size. Would buy again.",E_commerce/data/images/mini_sleeping_bag_series_712.jpg
231,Leather Board Game Rugged,Automotive,191.35,4.2,Kept me up all night reading. Works well.,E_commerce/data/images/leather_board_game_rugged.jpg
232,Mini Backpack - Blue Edition,Kitchen,372.78,4.2,"Secure fit, lightweight. Works well.",E_commerce/data/images/mini_backpack_blue_edition.jpg
233,Advanced Mat Series 254,Toys,29.86,3.3,"Secure fit, lightweight. Highly recommended.",E_commerce/data/images/advanced_mat_series_254.jpg
234,Comfort Backpack Series 548,Outdoors,236.86,2.7,Durable and easy to use in the garden.,E_commerce/data/images/comfort_backpack_series_548.jpg
235,Action Figure Premium S16,Garden,112.93,3.2,"Secure fit, lightweight. Highly recommended.",E_commerce/data/images/action_figure_premium_s16.jpg
236,Travel Black Desk,Kitchen,521.42,4.7,"Good value. Powerful motor, mixes everything smoothly.",E_commerce/data/images/travel_black_desk.jpg
237,Deluxe Green Toy Car,Clothing,519.8,3.9,"Good value. Perfect length, material is soft.",E_commerce/data/images/deluxe_green_toy_car.jpg
238,Desk Smart S25,Sports,226.64,3.2,"Secure fit, lightweight. Would buy again.",E_commerce/data/images/desk_smart_s25.jpg
239,Wireless Purple Watch,Electronics,228.93,3.3,Great support for long runs. Would buy again.,E_commerce/data/images/wireless_purple_watch.jpg
240,Mini Pillow Series 492,Toys,130.75,4.4,"Battery lasts all day, sleek design. Would buy again.",E_commerce/data/images/mini_pillow_series_492.jpg
241,Comfort Black Mixers,Electronics,699.14,4.8,"Good value. Perfect length, material is soft.",E_commerce/data/images/comfort_black_mixers.jpg
242,Performance SSD Series 603,Outdoors,352.32,4.2,Stylish and holds water well. Highly recommended.,E_commerce/data/images/performance_ssd_series_603.jpg
243,Wireless Lantern Series 679,Outdoors,393.81,3.0,"Good value. Comfortable fit, but color fades after wash.",E_commerce/data/images/wireless_lantern_series_679.jpg
244,Red Controller Deluxe,Outdoors,222.44,2.9,"Secure fit, lightweight.",E_commerce/data/images/red_controller_deluxe.jpg
245,Eco Controller - Silver Edition,Kitchen,434.98,3.8,"Perfect length, material is soft. Highly recommended.",E_commerce/data/images/eco_controller_silver_edition.jpg
246,Yellow Mug Pro,Kitchen,240.08,4.3,Stylish and holds water well. Would buy again.,E_commerce/data/images/yellow_mug_pro.jpg
247,Max Puzzle - Silver Edition,Gaming,144.35,4.4,Loud and clear audio. Highly recommended.,E_commerce/data/images/max_puzzle_silver_edition.jpg
248,Travel Pillow Series 747,Kitchen,275.12,4.5,Stylish and holds water well. Works well.,E_commerce/data/images/travel_pillow_series_747.jpg
249,Comfort Jeans - Purple Edition,Health,291.92,4.3,Gripping story from start to finish. Would buy again.,E_commerce/data/images/comfort_jeans_purple_edition.jpg
250,Silicone Air Fryer Deluxe,Toys,74.17,4.0,Blocks out all noise effectively. Works well.,E_commerce/data/images/silicone_air_fryer_deluxe.jpg
251,Pro Red Desk,Gaming,930.84,3.3,"Powerful motor, mixes everything smoothly. Highly recommended.",E_commerce/data/images/pro_red_desk.jpg
252,Ultra Brush - Black Edition,Pet Supplies,111.33,4.0,"Non-slip surface, excellent for yoga. Highly recommended.",E_commerce/data/images/ultra_brush_black_edition.jpg
253,Rugged Beige Backpack,Toys,35.21,2.9,"Amazing sound quality, worth every penny!",E_commerce/data/images/rugged_beige_backpack.jpg
254,Premium Gold Tent,Pet Supplies,72.54,3.2,"Non-slip surface, excellent for yoga. Highly recommended.",E_commerce/data/images/premium_gold_tent.jpg
255,Ultra Bottle - Red Edition,Toys,41.18,3.6,Good value. Great support for long runs.,E_commerce/data/images/ultra_bottle_red_edition.jpg
256,Advanced Backpack - Red Edition,Automotive,402.51,4.6,Great support for long runs. Highly recommended.,E_commerce/data/images/advanced_backpack_red_edition.jpg
257,Cushion Rugged S47,Books,178.21,3.2,"Good value. Perfect length, material is soft.",E_commerce/data/images/cushion_rugged_s47.jpg
258,Rugged Silver Puzzle,Books,158.49,4.2,"Amazing sound quality, worth every penny. Works well.",E_commerce/data/images/rugged_silver_puzzle.jpg
259,Synthetic Brush Premium,Gaming,555.43,3.3,Gripping story from start to finish.,E_commerce/data/images/synthetic_brush_premium.jpg
260,Air Fryer Lite V26,Automotive,307.89,4.8,"Good value. Powerful motor, mixes everything smoothly.",E_commerce/data/images/air_fryer_lite_v26.jpg
261,Polyester Chair Rugged,Sports,85.56,3.3,"Even cooking, easy cleanup.",E_commerce/data/images/polyester_chair_rugged.jpg
262,Mini Novel Series 188,Books,325.53,4.2,"Amazing sound quality, worth every penny! Highly recommended.",E_commerce/data/images/mini_novel_series_188.jpg
263,Synthetic Webcam Classic,Pet Supplies,54.25,4.2,Gripping story from start to finish. Works well.,E_commerce/data/images/synthetic_webcam_classic.jpg
264,Modern Lantern Series 623,Pet Supplies,258.51,3.4,Durable and easy to use in the garden. Would buy again.,E_commerce/data/images/modern_lantern_series_623.jpg
265,Beige Mat Max,Office,32.53,2.5,"Battery lasts all day, sleek design.",E_commerce/data/images/beige_mat_max.jpg
266,Silicone Charger Rugged,Outdoors,204.46,3.1,Keeps me warm in winter.,E_commerce/data/images/silicone_charger_rugged.jpg
267,Polyester Vacuum Eco,Electronics,295.48,4.0,"Perfect length, material is soft. Works well.",E_commerce/data/images/polyester_vacuum_eco.jpg
268,White Lantern Wireless,Automotive,740.49,4.1,Great support for long runs.,E_commerce/data/images/white_lantern_wireless.jpg
269,Mini White Mug,Gaming,951.97,5.0,Durable and easy to use in the garden. Highly recommended.,E_commerce/data/images/mini_white_mug.jpg
270,Eco Pink Sneakers,Outdoors,49.85,2.9,"Secure fit, lightweight.",E_commerce/data/images/eco_pink_sneakers.jpg
271,Desk Max X5,Automotive,580.79,2.5,Recipes are simple and delicious. Works well.,E_commerce/data/images/desk_max_x5.jpg
272,Premium Pet Bed Series 853,Books,172.38,3.5,"Even cooking, easy cleanup.",E_commerce/data/images/premium_pet_bed_series_853.jpg
273,Lantern Max X8,Electronics,318.72,4.4,"Secure fit, lightweight. Works well.",E_commerce/data/images/lantern_max_x8.jpg
274,Max Action Figure - Black Edition,Garden,365.95,2.7,"Good value. Beautiful print, true to size.",E_commerce/data/images/max_action_figure_black_edition.jpg
275,Pro Mascot Series 278,Outdoors,398.05,3.9,Durable and easy to use in the garden. Highly recommended.,E_commerce/data/images/pro_mascot_series_278.jpg
276,Classic Board Game Series 327,Sports,217.51,4.2,"Even cooking, easy cleanup. Would buy again.",E_commerce/data/images/classic_board_game_series_327.jpg
277,Lite Red Blender,Books,457.29,4.5,"Good value. Comfortable fit, but color fades after wash.",E_commerce/data/images/lite_red_blender.jpg
278,Compact Grey Mascot,Clothing,353.09,3.7,"Battery lasts all day, sleek design. Works well.",E_commerce/data/images/compact_grey_mascot.jpg
279,Advanced Chair - Blue Edition,Books,182.8,3.8,"Comfortable fit, but color fades after wash.",E_commerce/data/images/advanced_chair_blue_edition.jpg
280,Travel Blender - Grey Edition,Books,497.34,4.0,Kept me up all night reading. Works well.,E_commerce/data/images/travel_blender_grey_edition.jpg
281,Neoprene Pillow Vintage,Health,62.15,3.6,Stylish and holds water well.,E_commerce/data/images/neoprene_pillow_vintage.jpg
282,Comfort Yellow Board Game,Kitchen,188.54,3.4,"Comfortable fit, but color fades after wash. Highly recommended.",E_commerce/data/images/comfort_yellow_board_game.jpg
283,Leash Travel V16,Automotive,338.46,4.3,"Even cooking, easy cleanup.",E_commerce/data/images/leash_travel_v16.jpg
284,Racket Essential V32,Pet Supplies,96.17,3.8,Recipes are simple and delicious. Would buy again.,E_commerce/data/images/racket_essential_v32.jpg
285,Pink Jeans Classic,Home & Garden,217.64,2.8,Great support for long runs.,E_commerce/data/images/pink_jeans_classic.jpg
286,Camera Performance S26,Garden,69.61,3.8,"Good value. Battery lasts all day, sleek design.",E_commerce/data/images/camera_performance_s26.jpg
287,Rugged Charger - Brown Edition,Kitchen,624.93,4.2,"Even cooking, easy cleanup. Highly recommended.",E_commerce/data/images/rugged_charger_brown_edition.jpg
288,Mixers Wireless V45,Toys,84.4,3.1,Blocks out all noise effectively. Highly recommended.,E_commerce/data/images/mixers_wireless_v45.jpg
289,Lite Charger - Yellow Edition,Beauty,137.3,4.2,"Amazing sound quality, worth every penny. Works well.",E_commerce/data/images/lite_charger_yellow_edition.jpg
290,Eco Yellow Notebook,Home & Garden,47.93,3.9,"Good value. Battery lasts all day, sleek design.",E_commerce/data/images/eco_yellow_notebook.jpg
291,Travel Lens - Orange Edition,Health,229.89,3.3,"Comfortable fit, but color fades after wash. Works well.",E_commerce/data/images/travel_lens_orange_edition.jpg
292,Red Sandals Premium,Clothing,492.79,4.3,Gripping story from start to finish. Works well.,E_commerce/data/images/red_sandals_premium.jpg
293,T-Shirt Urban S11,Automotive,893.06,3.5,Inspirational and practical advice. Would buy again.,E_commerce/data/images/t_shirt_urban_s11.jpg
294,Backpack Wireless X37,Books,427.93,3.4,"Powerful motor, mixes everything smoothly.",E_commerce/data/images/backpack_wireless_x37.jpg
295,Pink Blender Rugged,Books,337.19,4.9,Durable and easy to use in the garden. Works well.,E_commerce/data/images/pink_blender_rugged.jpg
296,Router Travel V42,Kitchen,283.52,3.8,"Good value. Battery lasts all day, sleek design.",E_commerce/data/images/router_travel_v42.jpg
297,Smart Pink Notebook,Clothing,260.45,4.0,"Beautiful print, true to size. Would buy again.",E_commerce/data/images/smart_pink_notebook.jpg
298,Modern Sneakers Series 960,Toys,193.47,3.9,"Non-slip surface, excellent for yoga.",E_commerce/data/images/modern_sneakers_series_960.jpg
299,Bottle Pro S44,Toys,38.02,4.6,"Battery lasts all day, sleek design. Highly recommended.",E_commerce/data/images/bottle_pro_s44.jpg
300,Blue Tent Deluxe,Kitchen,698.14,4.8,Stylish and holds water well. Works well.,E_commerce/data/images/blue_tent_deluxe.jpg
301,Leather Cushion Lite,Gaming,529.29,4.4,"Powerful motor, mixes everything smoothly.",E_commerce/data/images/leather_cushion_lite.jpg
302,Lamp Ultra V7,Toys,158.11,3.1,"Even cooking, easy cleanup. Would buy again.",E_commerce/data/images/lamp_ultra_v7.jpg
303,Pro Vacuum - Green Edition,Health,211.16,3.6,Blocks out all noise effectively. Works well.,E_commerce/data/images/pro_vacuum_green_edition.jpg
304,Cotton Mascot Essential,Gaming,845.99,5.0,Recipes are simple and delicious. Highly recommended.,E_commerce/data/images/cotton_mascot_essential.jpg
305,Advanced Green Drone,Books,134.57,5.0,"Beautiful print, true to size.",E_commerce/data/images/advanced_green_drone.jpg
306,Power Bank Compact X9,Outdoors,617.95,3.3,"Beautiful print, true to size. Highly recommended.",E_commerce/data/images/power_bank_compact_x9.jpg
307,Essential Orange Vacuum,Books,158.87,4.0,Blocks out all noise effectively. Would buy again.,E_commerce/data/images/essential_orange_vacuum.jpg
308,Essential Black Pet Bed,Outdoors,213.85,3.7,"Even cooking, easy cleanup. Highly recommended.",E_commerce/data/images/essential_black_pet_bed.jpg
309,Air Fryer Eco S27,Garden,21.83,5.0,"Good value. Amazing sound quality, worth every penny!",E_commerce/data/images/air_fryer_eco_s27.jpg
310,Action Figure Ultra V17,Gaming,808.98,4.2,Kept me up all night reading. Works well.,E_commerce/data/images/action_figure_ultra_v17.jpg
311,Smart Keyboard Series 793,Health,179.5,4.0,"Non-slip surface, excellent for yoga. Works well.",E_commerce/data/images/smart_keyboard_series_793.jpg
312,Neoprene Stand Max,Office,137.96,3.6,Recipes are simple and delicious.,E_commerce/data/images/neoprene_stand_max.jpg
313,Urban Brown Charger,Kitchen,465.67,3.9,"Comfortable fit, but color fades after wash. Would buy again.",E_commerce/data/images/urban_brown_charger.jpg
314,Drone Modern V44,Pet Supplies,193.3,3.4,"Beautiful print, true to size. Would buy again.",E_commerce/data/images/drone_modern_v44.jpg
315,Compact Mouse - Black Edition,Books,166.39,5.0,"Battery lasts all day, sleek design. Works well.",E_commerce/data/images/compact_mouse_black_edition.jpg
316,Stainless Cookbook Lite,Office,192.12,4.0,Good value. Durable and easy to use in the garden.,E_commerce/data/images/stainless_cookbook_lite.jpg
317,Chair Rugged X13,Clothing,247.93,4.2,"Powerful motor, mixes everything smoothly.",E_commerce/data/images/chair_rugged_x13.jpg
318,White Stand Ultra,Garden,196.67,5.0,Blocks out all noise effectively. Works well.,E_commerce/data/images/white_stand_ultra.jpg
319,Brown Sneakers Compact,Office,382.98,3.8,Gripping story from start to finish. Highly recommended.,E_commerce/data/images/brown_sneakers_compact.jpg
320,Mini Grey Tent,Automotive,547.77,3.9,"Amazing sound quality, worth every penny! Highly recommended.",E_commerce/data/images/mini_grey_tent.jpg
321,Bamboo Backpack Essential,Home & Garden,116.87,4.5,"Good value. Non-slip surface, excellent for yoga.",E_commerce/data/images/bamboo_backpack_essential.jpg
322,Nylon Stand Performance,Pet Supplies,298.86,3.8,"Good value. Battery lasts all day, sleek design.",E_commerce/data/images/nylon_stand_performance.jpg
323,Speaker Eco S2,Clothing,401.85,4.3,Stylish and holds water well. Would buy again.,E_commerce/data/images/speaker_eco_s2.jpg
324,Pro Blue Router,Automotive,699.06,3.8,Inspirational and practical advice. Works well.,E_commerce/data/images/pro_blue_router.jpg
325,Ultra SSD Series 745,Health,201.88,4.0,"Well-balanced, good control. Highly recommended.",E_commerce/data/images/ultra_ssd_series_745.jpg
326,Max Beige Chair,Toys,104.57,4.3,Keeps me warm in winter. Highly recommended.,E_commerce/data/images/max_beige_chair.jpg
327,Mini Jacket - Black Edition,Beauty,187.29,4.8,Great support for long runs.,E_commerce/data/images/mini_jacket_black_edition.jpg
328,Beige Drone Performance,Kitchen,330.59,3.6,"Powerful motor, mixes everything smoothly.",E_commerce/data/images/beige_drone_performance.jpg
329,Cotton Speaker Pro,Sports,210.89,3.6,Gripping story from start to finish. Works well.,E_commerce/data/images/cotton_speaker_pro.jpg
330,Premium Vacuum Series 509,Garden,417.04,4.0,"Battery lasts all day, sleek design.",E_commerce/data/images/premium_vacuum_series_509.jpg
331,Pro Grill - Red Edition,Electronics,378.62,4.4,"Well-balanced, good control.",E_commerce/data/images/pro_grill_red_edition.jpg
332,Ultra Pink Headphones,Garden,164.35,3.4,Keeps me warm in winter. Would buy again.,E_commerce/data/images/ultra_pink_headphones.jpg
333,Modern Brush - Brown Edition,Pet Supplies,211.67,2.6,Good value. Recipes are simple and delicious.,E_commerce/data/images/modern_brush_brown_edition.jpg
334,Rugged Black Pet Bed,Beauty,12.21,4.7,Good value. Blocks out all noise effectively.,E_commerce/data/images/rugged_black_pet_bed.jpg
335,Leather Gloves Compact,Garden,39.71,3.2,Kept me up all night reading! Highly recommended.,E_commerce/data/images/leather_gloves_compact.jpg
336,Advanced Pillow Series 558,Sports,192.23,3.0,"Comfortable fit, but color fades after wash. Would buy again.",E_commerce/data/images/advanced_pillow_series_558.jpg
337,Sofa Classic S20,Outdoors,402.39,4.1,Loud and clear audio. Works well.,E_commerce/data/images/sofa_classic_s20.jpg
338,Lantern Pro S50,Garden,363.97,4.4,"Secure fit, lightweight.",E_commerce/data/images/lantern_pro_s50.jpg
339,Webcam Eco S19,Sports,284.89,4.0,"Good value. Battery lasts all day, sleek design.",E_commerce/data/images/webcam_eco_s19.jpg
340,Mini Chair Series 300,Electronics,211.69,4.3,Loud and clear audio.,E_commerce/data/images/mini_chair_series_300.jpg
341,Mini Pet Bed Series 788,Kitchen,331.02,4.2,Blocks out all noise effectively.,E_commerce/data/images/mini_pet_bed_series_788.jpg
342,Grey Pet Bed Pro,Outdoors,490.44,2.6,"Well-balanced, good control. Works well.",E_commerce/data/images/grey_pet_bed_pro.jpg
343,Travel HDD Series 880,Outdoors,675.24,4.7,Great support for long runs. Highly recommended.,E_commerce/data/images/travel_hdd_series_880.jpg
344,Urban Pet Bed - Green Edition,Toys,150.0,3.9,"Perfect length, material is soft. Would buy again.",E_commerce/data/images/urban_pet_bed_green_edition.jpg
345,Speaker Wireless S12,Pet Supplies,165.03,4.3,"Beautiful print, true to size. Would buy again.",E_commerce/data/images/speaker_wireless_s12.jpg
346,Power Bank Modern S48,Health,92.92,3.8,Great support for long runs.,E_commerce/data/images/power_bank_modern_s48.jpg
347,Pro Toy Car - Green Edition,Office,132.77,4.9,"Non-slip surface, excellent for yoga. Highly recommended.",E_commerce/data/images/pro_toy_car_green_edition.jpg
348,Vintage Mascot - Yellow Edition,Kitchen,522.85,4.1,"Non-slip surface, excellent for yoga.",E_commerce/data/images/vintage_mascot_yellow_edition.jpg
349,Travel Grey Puzzle,Gaming,32.71,3.2,"Secure fit, lightweight. Highly recommended.",E_commerce/data/images/travel_grey_puzzle.jpg
350,Silver Lamp Rugged,Gaming,780.62,4.6,"Battery lasts all day, sleek design.",E_commerce/data/images/silver_lamp_rugged.jpg
351,Lens Compact X18,Electronics,248.18,5.0,"Well-balanced, good control. Works well.",E_commerce/data/images/lens_compact_x18.jpg
352,Sandals Modern S21,Health,73.79,3.8,Good value. Inspirational and practical advice.,E_commerce/data/images/sandals_modern_s21.jpg
353,Stainless Router Essential,Sports,148.3,4.4,Inspirational and practical advice.,E_commerce/data/images/stainless_router_essential.jpg
354,Essential White Monitor,Sports,357.15,4.5,Inspirational and practical advice. Works well.,E_commerce/data/images/essential_white_monitor.jpg
355,Performance Orange Action Figure,Clothing,318.57,4.0,Gripping story from start to finish.,E_commerce/data/images/performance_orange_action_figure.jpg
356,Vintage Desk - Blue Edition,Electronics,630.19,4.6,Durable and easy to use in the garden. Highly recommended.,E_commerce/data/images/vintage_desk_blue_edition.jpg
357,Mini SSD - Beige Edition,Outdoors,245.57,4.5,"Even cooking, easy cleanup. Highly recommended.",E_commerce/data/images/mini_ssd_beige_edition.jpg
358,Silicone Sleeping Bag Smart,Gaming,36.55,4.3,"Well-balanced, good control.",E_commerce/data/images/silicone_sleeping_bag_smart.jpg
359,Modern Beige Leash,Kitchen,217.09,4.5,"Good value. Non-slip surface, excellent for yoga.",E_commerce/data/images/modern_beige_leash.jpg
360,Travel Helmet - Pink Edition,Toys,84.29,4.5,Great support for long runs. Works well.,E_commerce/data/images/travel_helmet_pink_edition.jpg
361,Rugged Blue Cushion,Office,30.47,3.9,Inspirational and practical advice.,E_commerce/data/images/rugged_blue_cushion.jpg
362,White Grill Deluxe,Books,132.8,4.2,Durable and easy to use in the garden. Highly recommended.,E_commerce/data/images/white_grill_deluxe.jpg
363,Toy Car Modern X42,Office,45.84,4.0,"Perfect length, material is soft. Would buy again.",E_commerce/data/images/toy_car_modern_x42.jpg
364,Wooden Router Premium,Health,189.66,4.4,"Secure fit, lightweight. Works well.",E_commerce/data/images/wooden_router_premium.jpg
365,Wireless Pillow Series 680,Automotive,193.58,3.0,"Powerful motor, mixes everything smoothly. Works well.",E_commerce/data/images/wireless_pillow_series_680.jpg
366,Essential Drone Series 439,Garden,221.66,3.6,"Battery lasts all day, sleek design. Would buy again.",E_commerce/data/images/essential_drone_series_439.jpg
367,Smart Orange Blender,Sports,377.34,4.5,"Good value. Even cooking, easy cleanup.",E_commerce/data/images/smart_orange_blender.jpg
368,Modern Cushion Series 366,Kitchen,464.66,3.4,"Even cooking, easy cleanup. Works well.",E_commerce/data/images/modern_cushion_series_366.jpg
369,Advanced Orange Watch,Electronics,547.01,4.0,Keeps me warm in winter. Highly recommended.,E_commerce/data/images/advanced_orange_watch.jpg
370,Compact Pillow - Purple Edition,Health,150.22,3.6,Blocks out all noise effectively. Highly recommended.,E_commerce/data/images/compact_pillow_purple_edition.jpg
371,Wooden Jacket Smart,Sports,224.64,4.0,Stylish and holds water well. Would buy again.,E_commerce/data/images/wooden_jacket_smart.jpg
372,Modern Monitor - Grey Edition,Outdoors,630.79,3.2,Recipes are simple and delicious. Would buy again.,E_commerce/data/images/modern_monitor_grey_edition.jpg
373,Puzzle Essential S1,Toys,177.59,3.7,Keeps me warm in winter. Works well.,E_commerce/data/images/puzzle_essential_s1.jpg
374,Ultra Camera - Black Edition,Home & Garden,153.6,5.0,Good value. Blocks out all noise effectively.,E_commerce/data/images/ultra_camera_black_edition.jpg
375,Black Monitor Deluxe,Health,22.51,3.9,Keeps me warm in winter.,E_commerce/data/images/black_monitor_deluxe.jpg
376,Modern Helmet Series 364,Gaming,607.37,4.0,"Non-slip surface, excellent for yoga.",E_commerce/data/images/modern_helmet_series_364.jpg
377,Advanced Brush Series 593,Home & Garden,368.49,3.0,Stylish and holds water well. Highly recommended.,E_commerce/data/images/advanced_brush_series_593.jpg
378,Premium Lamp Series 170,Pet Supplies,44.0,4.7,"Good value. Battery lasts all day, sleek design.",E_commerce/data/images/premium_lamp_series_170.jpg
379,Urban Blue Nail Clippers,Gaming,111.33,5.0,Inspirational and practical advice.,E_commerce/data/images/urban_blue_nail_clippers.jpg
380,Grill Rugged V45,Gaming,440.38,4.8,Kept me up all night reading. Works well.,E_commerce/data/images/grill_rugged_v45.jpg
381,Grey Speaker Modern,Automotive,912.78,2.8,Good value. Inspirational and practical advice.,E_commerce/data/images/grey_speaker_modern.jpg
382,Controller Deluxe V37,Books,103.02,4.3,"Beautiful print, true to size.",E_commerce/data/images/controller_deluxe_v37.jpg
383,Notebook Mini S28,Electronics,324.23,3.2,"Good value. Perfect length, material is soft.",E_commerce/data/images/notebook_mini_s28.jpg
384,Neoprene Camera Vintage,Outdoors,692.19,4.2,Kept me up all night reading! Highly recommended.,E_commerce/data/images/neoprene_camera_vintage.jpg
385,Pink Puzzle Max,Garden,309.92,5.0,"Well-balanced, good control.",E_commerce/data/images/pink_puzzle_max.jpg
386,Watch Travel V31,Electronics,376.53,3.3,Gripping story from start to finish. Would buy again.,E_commerce/data/images/watch_travel_v31.jpg
387,Monitor Travel X46,Clothing,222.99,4.1,Good value. Blocks out all noise effectively.,E_commerce/data/images/monitor_travel_x46.jpg
388,Blender Deluxe S33,Clothing,479.38,4.2,"Beautiful print, true to size. Highly recommended.",E_commerce/data/images/blender_deluxe_s33.jpg
389,Classic Pen - Red Edition,Office,203.62,4.0,Gripping story from start to finish.,E_commerce/data/images/classic_pen_red_edition.jpg
390,Webcam Wireless X15,Outdoors,674.88,3.7,"Amazing sound quality, worth every penny. Works well.",E_commerce/data/images/webcam_wireless_x15.jpg
391,Polyester Cushion Mini,Electronics,760.26,4.2,Kept me up all night reading! Would buy again.,E_commerce/data/images/polyester_cushion_mini.jpg
392,Eco Silver Lantern,Health,149.77,3.4,Recipes are simple and delicious. Highly recommended.,E_commerce/data/images/eco_silver_lantern.jpg
393,Silicone Bottle Premium,Kitchen,188.82,4.8,"Beautiful print, true to size. Highly recommended.",E_commerce/data/images/silicone_bottle_premium.jpg
394,Modern Controller - Black Edition,Gaming,215.67,3.5,Recipes are simple and delicious. Would buy again.,E_commerce/data/images/modern_controller_black_edition.jpg
395,Watch Ultra S32,Beauty,11.26,4.4,Good value. Loud and clear audio.,E_commerce/data/images/watch_ultra_s32.jpg
396,Modern Mixers Series 882,Gaming,237.65,4.0,"Good value. Powerful motor, mixes everything smoothly.",E_commerce/data/images/modern_mixers_series_882.jpg
397,Yellow Vacuum Pro,Outdoors,330.89,3.0,Loud and clear audio.,E_commerce/data/images/yellow_vacuum_pro.jpg
398,Silicone Backpack Deluxe,Clothing,274.86,3.5,"Well-balanced, good control. Works well.",E_commerce/data/images/silicone_backpack_deluxe.jpg
399,Neoprene Air Fryer Compact,Beauty,79.36,3.6,"Even cooking, easy cleanup. Highly recommended.",E_commerce/data/images/neoprene_air_fryer_compact.jpg
400,Eco Pen Series 923,Automotive,860.62,4.4,"Amazing sound quality, worth every penny! Highly recommended.",E_commerce/data/images/eco_pen_series_923.jpg
401,Synthetic Desk Comfort,Toys,159.21,3.3,"Even cooking, easy cleanup.",E_commerce/data/images/synthetic_desk_comfort.jpg
402,Max Air Fryer - Blue Edition,Toys,28.3,4.1,"Beautiful print, true to size. Would buy again.",E_commerce/data/images/max_air_fryer_blue_edition.jpg
403,Grill Smart X44,Outdoors,155.29,4.0,"Battery lasts all day, sleek design. Works well.",E_commerce/data/images/grill_smart_x44.jpg
404,Premium Board Game Series 854,Beauty,126.6,2.9,"Battery lasts all day, sleek design. Works well.",E_commerce/data/images/premium_board_game_series_854.jpg
405,Purple Vacuum Rugged,Toys,75.29,3.2,Stylish and holds water well. Would buy again.,E_commerce/data/images/purple_vacuum_rugged.jpg
